"album_name","track_name","line","lyric"
"evermore","'tis the damn season",1,"If I wanted to know who you were hanging with"
"evermore","'tis the damn season",2,"While I was gone, I would've asked you"
"evermore","'tis the damn season",3,"It's the kind of cold, fogs up windshield glass"
"evermore","'tis the damn season",4,"But I felt it when I passed you"
"evermore","'tis the damn season",5,"There's an ache in you, put there by the ache in me"
"evermore","'tis the damn season",6,"But if it's all the same to you"
"evermore","'tis the damn season",7,"It's the same to me"
"evermore","'tis the damn season",8,"So we could call it even"
"evermore","'tis the damn season",9,"You could call me ""babe"" for the weekend"
"evermore","'tis the damn season",10," 'Tis the damn season, write this down"
"evermore","'tis the damn season",11,"I'm stayin' at my parents' house"
"evermore","'tis the damn season",12,"And the road not taken looks real good now"
"evermore","'tis the damn season",13,"And it always leads to you and my hometown"
"evermore","'tis the damn season",14,"I parked my car right between the Methodist"
"evermore","'tis the damn season",15,"And the school that used to be ours"
"evermore","'tis the damn season",16,"The holidays linger like bad perfume"
"evermore","'tis the damn season",17,"You can run, but only so far"
"evermore","'tis the damn season",18,"I escaped it too, remember how you watched me leave"
"evermore","'tis the damn season",19,"But if it's okay with you, it's okay with me"
"evermore","'tis the damn season",20,"We could call it even"
"evermore","'tis the damn season",21,"You could call me ""babe"" for the weekend"
"evermore","'tis the damn season",22," 'Tis the damn season, write this down"
"evermore","'tis the damn season",23,"I'm stayin' at my parents' house"
"evermore","'tis the damn season",24,"And the road not taken looks real good now"
"evermore","'tis the damn season",25,"Time flies, messy as the mud on your truck tires"
"evermore","'tis the damn season",26,"Now I'm missing your smile, hear me out"
"evermore","'tis the damn season",27,"We could just ride around"
"evermore","'tis the damn season",28,"And the road not taken looks real good now"
"evermore","'tis the damn season",29,"And it always leads to you and my hometown"
"evermore","'tis the damn season",30,"Sleep in half the day just for old times' sake"
"evermore","'tis the damn season",31,"I won't ask you to wait if you don't ask me to stay"
"evermore","'tis the damn season",32,"So I'll go back to L.A. and the so-called friends"
"evermore","'tis the damn season",33,"Who'll write books about me if I ever make it"
"evermore","'tis the damn season",34,"And wonder about the only soul"
"evermore","'tis the damn season",35,"Who can tell which smiles I'm fakin'"
"evermore","'tis the damn season",36,"And the heart I know I'm breakin' is my own"
"evermore","'tis the damn season",37,"To leave the warmest bed I've ever known"
"evermore","'tis the damn season",38,"We could call it even"
"evermore","'tis the damn season",39,"Even though I'm leaving"
"evermore","'tis the damn season",40,"And I'll be yours for the weekend"
"evermore","'tis the damn season",41," 'Tis the damn season"
"evermore","'tis the damn season",42,"We could call it even"
"evermore","'tis the damn season",43,"You could call me ""babe"" for the weekend"
"evermore","'tis the damn season",44," 'Tis the damn season, write this down"
"evermore","'tis the damn season",45,"I'm stayin' at my parents' house"
"evermore","'tis the damn season",46,"And the road not taken looks real good now"
"evermore","'tis the damn season",47,"Time flies, messy as the mud on your truck tires"
"evermore","'tis the damn season",48,"Now I'm missing your smile, hear me out"
"evermore","'tis the damn season",49,"We could just ride around"
"evermore","'tis the damn season",50,"And the road not taken looks real good now"
"evermore","'tis the damn season",51,"And it always leads to you and my hometown"
"evermore","'tis the damn season",52,"It always leads to you and my hometown"
"evermore","tolerate it",1,"I sit and watch you reading with your head low"
"evermore","tolerate it",2,"I wake and watch you breathing with your eyes closed"
"evermore","tolerate it",3,"I sit and watch you"
"evermore","tolerate it",4,"I notice everything you do or don't do"
"evermore","tolerate it",5,"You're so much older and wiser, and I"
"evermore","tolerate it",6,"I wait by the door like I'm just a kid"
"evermore","tolerate it",7,"Use my best colors for your portrait"
"evermore","tolerate it",8,"Lay the table with the fancy shit"
"evermore","tolerate it",9,"And watch you tolerate it"
"evermore","tolerate it",10,"If it's all in my head, tell me now"
"evermore","tolerate it",11,"Tell me I've got it wrong somehow"
"evermore","tolerate it",12,"I know my love should be celebrated"
"evermore","tolerate it",13,"But you tolerate it"
"evermore","tolerate it",14,"I greet you with a battle hero's welcome"
"evermore","tolerate it",15,"I take your indiscretions all in good fun"
"evermore","tolerate it",16,"I sit and listen, I polish plates until they gleam and glisten"
"evermore","tolerate it",17,"You're so much older and wiser and I"
"evermore","tolerate it",18,"I wait by the door like I'm just a kid"
"evermore","tolerate it",19,"Use my best colors for your portrait"
"evermore","tolerate it",20,"Lay the table with the fancy shit"
"evermore","tolerate it",21,"And watch you tolerate it"
"evermore","tolerate it",22,"If it's all in my head, tell me now"
"evermore","tolerate it",23,"Tell me I've got it wrong somehow"
"evermore","tolerate it",24,"I know my love should be celebrated"
"evermore","tolerate it",25,"But you tolerate it"
"evermore","tolerate it",26,"While you were out building other worlds, where was I?"
"evermore","tolerate it",27,"Where's that man who'd throw blankets over my barbed wire?"
"evermore","tolerate it",28,"I made you my temple, my mural, my sky"
"evermore","tolerate it",29,"Now I'm begging for footnotes in the story of your life"
"evermore","tolerate it",30,"Drawing hearts in the byline"
"evermore","tolerate it",31,"Always taking up too much space or time"
"evermore","tolerate it",32,"You assume I'm fine, but what would you do if I"
"evermore","tolerate it",33,"Break free and leave us in ruins"
"evermore","tolerate it",34,"Took this dagger in me and removed it"
"evermore","tolerate it",35,"Gain the weight of you, then lose it"
"evermore","tolerate it",36,"Believe me, I could do it"
"evermore","tolerate it",37,"If it's all in my head, tell me now"
"evermore","tolerate it",38,"Tell me I've got it wrong somehow"
"evermore","tolerate it",39,"I know my love should be celebrated"
"evermore","tolerate it",40,"But you tolerate it"
"evermore","tolerate it",41,"I sit and watch you"
"evermore","no body, no crime",1,"He did it"
"evermore","no body, no crime",2,"He did it"
"evermore","no body, no crime",3,"Este's a friend of mine"
"evermore","no body, no crime",4,"We meet up every Tuesday night for dinner and a glass of wine"
"evermore","no body, no crime",5,"Este's been losin' sleep"
"evermore","no body, no crime",6,"Her husband's actin' different, and it smells like infidelity"
"evermore","no body, no crime",7,"She says, ""That ain't my Merlot on his mouth"
"evermore","no body, no crime",8,"That ain't my jewelry on our joint account"""
"evermore","no body, no crime",9,"No, there ain't no doubt"
"evermore","no body, no crime",10,"I think I'm gonna call him out"
"evermore","no body, no crime",11,"She says, ""I think he did it, but I just can't prove it"""
"evermore","no body, no crime",12,"I think he did it, but I just can't prove it"
"evermore","no body, no crime",13,"I think he did it, but I just can't prove it"
"evermore","no body, no crime",14,"No, no body, no crime"
"evermore","no body, no crime",15,"But I ain't lettin' up until the day I die"
"evermore","no body, no crime",16,"No, no"
"evermore","no body, no crime",17,"I think he did it"
"evermore","no body, no crime",18,"No, no"
"evermore","no body, no crime",19,"He did it"
"evermore","no body, no crime",20,"Este wasn't there Tuesday night at Olive Garden"
"evermore","no body, no crime",21,"At her job or anywhere"
"evermore","no body, no crime",22,"He reports his missing wife"
"evermore","no body, no crime",23,"And I noticed when I passed his house"
"evermore","no body, no crime",24,"His truck has got some brand new tires"
"evermore","no body, no crime",25,"And his mistress moved in"
"evermore","no body, no crime",26,"Sleeps in Este's bed and everything"
"evermore","no body, no crime",27,"No, there ain't no doubt"
"evermore","no body, no crime",28,"Somebody's gotta catch him out, 'cause"
"evermore","no body, no crime",29,"I think he did it, but I just can't prove it (He did it)"
"evermore","no body, no crime",30,"I think he did it, but I just can't prove it (He did it)"
"evermore","no body, no crime",31,"I think he did it, but I just can't prove it"
"evermore","no body, no crime",32,"No, no body, no crime"
"evermore","no body, no crime",33,"But I ain't lettin' up until the day I die"
"evermore","no body, no crime",34,"No, no"
"evermore","no body, no crime",35,"I think he did it"
"evermore","no body, no crime",36,"No, no"
"evermore","no body, no crime",37,"He did it"
"evermore","no body, no crime",38,"Good thing my daddy made me get a boating license when I was fifteen"
"evermore","no body, no crime",39,"And I've cleaned enough houses to know how to cover up a scene"
"evermore","no body, no crime",40,"Good thing Este's sister's gonna swear she was with me"
"evermore","no body, no crime",41,"(She was with me, dude)"
"evermore","no body, no crime",42,"Good thing his mistress took out a big life insurance policy"
"evermore","no body, no crime",43,"They think she did it, but they just can't prove it"
"evermore","no body, no crime",44,"They think she did it, but they just can't prove it"
"evermore","no body, no crime",45,"She thinks I did it, but she just can't prove it"
"evermore","no body, no crime",46,"No, no body, no crime"
"evermore","no body, no crime",47,"I wasn't lettin' up until the day he-"
"evermore","no body, no crime",48,"No, no body, no crime"
"evermore","no body, no crime",49,"I wasn't lettin' up until the day he-"
"evermore","no body, no crime",50,"No, no body, no crime"
"evermore","no body, no crime",51,"I wasn't lettin' up until the day he died"
"evermore","happiness",1,"Honey, when I'm above the trees"
"evermore","happiness",2,"I see this for what it is"
"evermore","happiness",3,"But now I'm right down in it, all the years I've given"
"evermore","happiness",4,"Is just shit we're dividin' up"
"evermore","happiness",5,"Showed you all of my hiding spots"
"evermore","happiness",6,"I was dancing when the music stopped"
"evermore","happiness",7,"And in the disbelief, I can't face reinvention"
"evermore","happiness",8,"I haven't met the new me yet"
"evermore","happiness",9,"There'll be happiness after you"
"evermore","happiness",10,"But there was happiness because of you"
"evermore","happiness",11,"Both of these things can be true"
"evermore","happiness",12,"There is happiness"
"evermore","happiness",13,"Past the blood and bruise"
"evermore","happiness",14,"Past the curses and cries"
"evermore","happiness",15,"Beyond the terror in the nightfall"
"evermore","happiness",16,"Haunted by the look in my eyes"
"evermore","happiness",17,"That would've loved you for a lifetime"
"evermore","happiness",18,"Leave it all behind"
"evermore","happiness",19,"And there is happiness"
"evermore","happiness",20,"Tell me, when did your winning smile"
"evermore","happiness",21,"Begin to look like a smirk?"
"evermore","happiness",22,"When did all our lessons start to look like weapons"
"evermore","happiness",23,"Pointed at my deepest hurt?"
"evermore","happiness",24,"I hope she'll be a beautiful fool"
"evermore","happiness",25,"Who takes my spot next to you"
"evermore","happiness",26,"No, I didn't mean that"
"evermore","happiness",27,"Sorry, I can't see facts through all of my fury"
"evermore","happiness",28,"You haven't met the new me yet"
"evermore","happiness",29,"There'll be happiness after me"
"evermore","happiness",30,"But there was happiness because of me"
"evermore","happiness",31,"Both of these things, I believe"
"evermore","happiness",32,"There is happiness"
"evermore","happiness",33,"In our history, across our great divide"
"evermore","happiness",34,"There is a glorious sunrise"
"evermore","happiness",35,"Dappled with the flickers of light"
"evermore","happiness",36,"From the dress I wore at midnight, leave it all behind"
"evermore","happiness",37,"And there is happiness"
"evermore","happiness",38,"I can't make it go away by making you a villain"
"evermore","happiness",39,"I guess it's the price I paid for seven years in Heaven"
"evermore","happiness",40,"And I pulled your body into mine"
"evermore","happiness",41,"Every goddamn night, now I get fake niceties"
"evermore","happiness",42,"No one teaches you what to do"
"evermore","happiness",43,"When a good man hurts you"
"evermore","happiness",44,"And you know you hurt him too"
"evermore","happiness",45,"Honey, when I'm above the trees"
"evermore","happiness",46,"I see it for what it is"
"evermore","happiness",47,"But now my eyes leak acid rain on the pillow where you used to lay your head"
"evermore","happiness",48,"After giving you the best I had"
"evermore","happiness",49,"Tell me what to give after that"
"evermore","happiness",50,"All you want from me now is the green light of forgiveness"
"evermore","happiness",51,"You haven't met the new me yet"
"evermore","happiness",52,"And I think she'll give you that"
"evermore","happiness",53,"There'll be happiness after you"
"evermore","happiness",54,"But there was happiness because of you too"
"evermore","happiness",55,"Both of these things can be true"
"evermore","happiness",56,"There is happiness"
"evermore","happiness",57,"In our history, across our great divide"
"evermore","happiness",58,"There is a glorious sunrise"
"evermore","happiness",59,"Dappled with the flickers of light"
"evermore","happiness",60,"From the dress I wore at midnight, leave it all behind"
"evermore","happiness",61,"Oh, leave it all behind"
"evermore","happiness",62,"Leave it all behind"
"evermore","happiness",63,"And there is happiness"
"evermore","dorothea",1,"Hey, Dorothea, do you ever stop and think about me?"
"evermore","dorothea",2,"When we were younger down in the park"
"evermore","dorothea",3,"Honey, making a lark of the misery"
"evermore","dorothea",4,"You got shiny friends since you left town"
"evermore","dorothea",5,"A tiny screen's the only place I see you now"
"evermore","dorothea",6,"And I got nothing but well wishes for ya"
"evermore","dorothea",7,"Ooh, this place is the same as it ever was"
"evermore","dorothea",8,"Ooh, but you won't like it that way"
"evermore","dorothea",9,"It's never too late to come back to my side"
"evermore","dorothea",10,"The stars in your eyes shined brighter in Tupelo"
"evermore","dorothea",11,"And if you're ever tired of being known for who you know"
"evermore","dorothea",12,"You know that you'll always know me, Dorothea (Uh-uh)"
"evermore","dorothea",13,"Dorothea (Ah-ah)"
"evermore","dorothea",14,"Ooh, you're a queen sellin' dreams, sellin' makeup and magazines"
"evermore","dorothea",15,"Ooh, from you, I'd buy anything"
"evermore","dorothea",16,"Hey, Dorothea, do you ever stop and think about me?"
"evermore","dorothea",17,"When it was calmer, skipping the prom just to piss off your mom and her pageant schemes"
"evermore","dorothea",18,"And damn, Dorothea, they all wanna be ya"
"evermore","dorothea",19,"But are you still the same soul I met under the bleachers? Well"
"evermore","dorothea",20,"Ooh, I guess I'll never know"
"evermore","dorothea",21,"Ooh, and you'll go on with the show"
"evermore","dorothea",22,"But it's never too late to come back to my side"
"evermore","dorothea",23,"The stars in your eyes shined brighter in Tupelo"
"evermore","dorothea",24,"And if you're ever tired of being known for who you know"
"evermore","dorothea",25,"You know, you'll always know me, Dorothea (Uh-uh)"
"evermore","dorothea",26,"Dorothea (Ah-ah)"
"evermore","dorothea",27,"Ooh, ooh"
"evermore","dorothea",28,"Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh-ooh"
"evermore","dorothea",29,"Ooh, ooh"
"evermore","dorothea",30,"Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh"
"evermore","dorothea",31,"Dorothea (Ah-ah-ah)"
"evermore","dorothea",32,"Ah-ah"
"evermore","dorothea",33,"Ooh"
"evermore","coney island",1,"Break my soul in two looking for you"
"evermore","coney island",2,"But you're right here"
"evermore","coney island",3,"If I can't relate to you anymore"
"evermore","coney island",4,"Then who am I related to?"
"evermore","coney island",5,"And if this is the long haul"
"evermore","coney island",6,"How'd we get here so soon?"
"evermore","coney island",7,"Did I close my fist around something delicate?"
"evermore","coney island",8,"Did I shatter you?"
"evermore","coney island",9,"And I'm sitting on a bench in Coney Island"
"evermore","coney island",10,"Wondering where did my baby go?"
"evermore","coney island",11,"The fast times, the bright lights, the merry go"
"evermore","coney island",12,"Sorry for not making you my centerfold"
"evermore","coney island",13,"Over and over"
"evermore","coney island",14,"Lost again with no surprises"
"evermore","coney island",15,"Disappointments, close your eyes"
"evermore","coney island",16,"And it gets colder and colder"
"evermore","coney island",17,"When the sun goes down"
"evermore","coney island",18,"The question pounds my head"
"evermore","coney island",19,"What's a lifetime of achievement"
"evermore","coney island",20,"If I pushed you to the edge?"
"evermore","coney island",21,"But you were too polite to leave me"
"evermore","coney island",22,"And do you miss the rogue"
"evermore","coney island",23,"Who coaxed you into paradise and left you there?"
"evermore","coney island",24,"Will you forgive my soul"
"evermore","coney island",25,"When you're too wise to trust me and too old to care?"
"evermore","coney island",26,"'Cause we were like the mall before the internet"
"evermore","coney island",27,"It was the one place to be"
"evermore","coney island",28,"The mischief, the gift-wrapped suburban dreams"
"evermore","coney island",29,"Sorry for not winning you an arcade ring"
"evermore","coney island",30,"Over and over"
"evermore","coney island",31,"Lost again with no surprises"
"evermore","coney island",32,"Disappointments, close your eyes"
"evermore","coney island",33,"And it gets colder and colder"
"evermore","coney island",34,"When the sun goes down"
"evermore","coney island",35,"Were you waiting at our old spot"
"evermore","coney island",36,"In the tree line"
"evermore","coney island",37,"By the gold clock"
"evermore","coney island",38,"Did I leave you hanging every single day?"
"evermore","coney island",39,"Were you standing in the hallway"
"evermore","coney island",40,"With a big cake, happy birthday"
"evermore","coney island",41,"Did I paint your bluest skies the darkest grey?"
"evermore","coney island",42,"A universe away"
"evermore","coney island",43,"And when I got into the accident"
"evermore","coney island",44,"The sight that flashed before me was your face"
"evermore","coney island",45,"But when I walked up to the podium, I think that I forgot to say your name"
"evermore","coney island",46,"I'm on a bench in Coney Island"
"evermore","coney island",47,"Wondering where did my baby go?"
"evermore","coney island",48,"The fast times, the bright lights, the merry go"
"evermore","coney island",49,"Sorry for not making you my centerfold"
"evermore","coney island",50,"Over and over"
"evermore","coney island",51,"Lost again with no surprises"
"evermore","coney island",52,"Disappointments, close your eyes"
"evermore","coney island",53,"And it gets colder and colder"
"evermore","coney island",54,"When the sun goes down"
"evermore","coney island",55,"When the sun goes down"
"evermore","coney island",56,"The sight that flashed before me was your face"
"evermore","coney island",57,"When the sun goes down"
"evermore","coney island",58,"But I think that I forgot to say your name"
"evermore","coney island",59,"Over and over"
"evermore","coney island",60,"Sorry for not making you my, making you my"
"evermore","coney island",61,"Making you my centerfold"
"evermore","ivy",1,"How's one to know?"
"evermore","ivy",2,"I'd meet you where the spirit meets the bones"
"evermore","ivy",3,"In a faith-forgotten land"
"evermore","ivy",4,"In from the snow"
"evermore","ivy",5,"Your touch brought forth an incandescent glow"
"evermore","ivy",6,"Tarnished but so grand"
"evermore","ivy",7,"And the old widow goes to the stone every day"
"evermore","ivy",8,"But I don't, I just sit here and wait"
"evermore","ivy",9,"Grieving for the living"
"evermore","ivy",10,"Oh, goddamn"
"evermore","ivy",11,"My pain fits in the palm of your freezing hand"
"evermore","ivy",12,"Taking mine, but it's been promised to another"
"evermore","ivy",13,"Oh, I can't"
"evermore","ivy",14,"Stop you putting roots in my dreamland"
"evermore","ivy",15,"My house of stone, your ivy grows"
"evermore","ivy",16,"And now I'm covered in you"
"evermore","ivy",17,"I wish to know"
"evermore","ivy",18,"The fatal flaw that makes you long to be"
"evermore","ivy",19,"Magnificently cursed"
"evermore","ivy",20,"He's in the room"
"evermore","ivy",21,"Your opal eyes are all I wish to see"
"evermore","ivy",22,"He wants what's only yours"
"evermore","ivy",23,"Oh, goddamn"
"evermore","ivy",24,"My pain fits in the palm of your freezing hand"
"evermore","ivy",25,"Taking mine, but it's been promised to another"
"evermore","ivy",26,"Oh, I can't"
"evermore","ivy",27,"Stop you putting roots in my dreamland"
"evermore","ivy",28,"My house of stone, your ivy grows"
"evermore","ivy",29,"And now I'm covered"
"evermore","ivy",30,"Clover blooms in the fields"
"evermore","ivy",31,"Spring breaks loose, the time is near"
"evermore","ivy",32,"What would he do if he found us out?"
"evermore","ivy",33,"Crescent moon, coast is clear"
"evermore","ivy",34,"Spring breaks loose, but so does fear"
"evermore","ivy",35,"He's gonna burn this house to the ground"
"evermore","ivy",36,"How's one to know?"
"evermore","ivy",37,"I'd live and die for moments that we stole"
"evermore","ivy",38,"On begged and borrowed time"
"evermore","ivy",39,"So tell me to run"
"evermore","ivy",40,"Or dare to sit and watch what we'll become"
"evermore","ivy",41,"And drink my husband's wine"
"evermore","ivy",42,"Oh, goddamn"
"evermore","ivy",43,"My pain fits in the palm of your freezing hand"
"evermore","ivy",44,"Taking mine, but it's been promised to another"
"evermore","ivy",45,"Oh, I can't"
"evermore","ivy",46,"Stop you putting roots in my dreamland"
"evermore","ivy",47,"My house of stone, your ivy grows"
"evermore","ivy",48,"And now I'm covered in you"
"evermore","ivy",49,"And I'm covered in you"
"evermore","ivy",50,"So yeah, it's a fire"
"evermore","ivy",51,"It's a goddamn blaze in the dark"
"evermore","ivy",52,"And you started it"
"evermore","ivy",53,"You started it"
"evermore","ivy",54,"So yeah, it's a war"
"evermore","ivy",55,"It's the goddamn fight of my life"
"evermore","ivy",56,"And you started it"
"evermore","ivy",57,"You started it"
"evermore","ivy",58,"Oh, I can't"
"evermore","ivy",59,"Stop you putting roots in my dreamland"
"evermore","ivy",60,"My house of stone, your ivy grows"
"evermore","ivy",61,"And now I'm covered"
"evermore","ivy",62,"In you, in you"
"evermore","ivy",63,"Now I'm covered in you"
"evermore","ivy",64,"In you"
"evermore","cowboy like me",1,"And the tennis court was covered up"
"evermore","cowboy like me",2,"With some tent-like thing"
"evermore","cowboy like me",3,"And you asked me to dance"
"evermore","cowboy like me",4,"But I said, ""Dancin' is a dangerous game"""
"evermore","cowboy like me",5,"Oh, I thought"
"evermore","cowboy like me",6,"This is gonna be one of those things"
"evermore","cowboy like me",7,"Now I know"
"evermore","cowboy like me",8,"I'm never gonna love again"
"evermore","cowboy like me",9,"I've got some tricks up my sleeve"
"evermore","cowboy like me",10,"Takes one to know one"
"evermore","cowboy like me",11,"You're a cowboy like me"
"evermore","cowboy like me",12,"Never wanted love"
"evermore","cowboy like me",13,"Just a fancy car"
"evermore","cowboy like me",14,"Now I'm waiting by the phone"
"evermore","cowboy like me",15,"Like I'm sitting in an airport bar"
"evermore","cowboy like me",16,"You had some tricks up your sleeve"
"evermore","cowboy like me",17,"Takes one to know one"
"evermore","cowboy like me",18,"You're a cowboy like me"
"evermore","cowboy like me",19,"Perched in the dark"
"evermore","cowboy like me",20,"Telling all the rich folks anything they wanna hear"
"evermore","cowboy like me",21,"Like it could be love"
"evermore","cowboy like me",22,"I could be the way forward"
"evermore","cowboy like me",23,"Only if they pay for it"
"evermore","cowboy like me",24,"You're a bandit like me"
"evermore","cowboy like me",25,"Eyes full of stars"
"evermore","cowboy like me",26,"Hustling for the good life"
"evermore","cowboy like me",27,"Never thought I'd meet you here"
"evermore","cowboy like me",28,"It could be love"
"evermore","cowboy like me",29,"We could be the way forward"
"evermore","cowboy like me",30,"And I know I'll pay for it"
"evermore","cowboy like me",31,"You're a cowboy like me"
"evermore","cowboy like me",32,"Perched in the dark"
"evermore","cowboy like me",33,"Telling all the rich folks anything they wanna hear"
"evermore","cowboy like me",34,"Like it could be love"
"evermore","cowboy like me",35,"I could be the way forward"
"evermore","cowboy like me",36,"Only if they pay for it"
"evermore","cowboy like me",37,"You're a bandit like me"
"evermore","cowboy like me",38,"Eyes full of stars"
"evermore","cowboy like me",39,"Hustling for the good life"
"evermore","cowboy like me",40,"Never thought I'd meet you here"
"evermore","cowboy like me",41,"It could be love"
"evermore","cowboy like me",42,"We could be the way forward"
"evermore","cowboy like me",43,"And I know I'll pay for it"
"evermore","cowboy like me",44,"And the skeletons in both our closets"
"evermore","cowboy like me",45,"Plotted hard to fuck this up"
"evermore","cowboy like me",46,"And the old men that I've swindled"
"evermore","cowboy like me",47,"Really did believe I was the one"
"evermore","cowboy like me",48,"And the ladies lunching have their stories about"
"evermore","cowboy like me",49,"When you passed through town"
"evermore","cowboy like me",50,"But that was all before I locked it down"
"evermore","cowboy like me",51,"Now you hang from my lips"
"evermore","cowboy like me",52,"Like the Gardens of Babylon"
"evermore","cowboy like me",53,"With your boots beneath my bed"
"evermore","cowboy like me",54,"Forever is the sweetest con"
"evermore","cowboy like me",55,"I've had some tricks up my sleeve"
"evermore","cowboy like me",56,"Takes one to know one"
"evermore","cowboy like me",57,"You're a cowboy like me"
"evermore","cowboy like me",58,"And I'm never gonna love again"
"evermore","cowboy like me",59,"I'm never gonna love again"
"evermore","cowboy like me",60,"I'm never gonna love again"
"evermore","long story short",1,"Fatefully"
"evermore","long story short",2,"I tried to pick my battles 'til the battle picked me"
"evermore","long story short",3,"Misery"
"evermore","long story short",4,"Like the war of words I shouted in my sleep"
"evermore","long story short",5,"And you passed right by"
"evermore","long story short",6,"I was in the alley, surrounded on all sides"
"evermore","long story short",7,"The knife cuts both ways"
"evermore","long story short",8,"If the shoe fits, walk in it 'til your high heels break"
"evermore","long story short",9,"And I fell from the pedestal"
"evermore","long story short",10,"Right down the rabbit hole"
"evermore","long story short",11,"Long story short, it was a bad time"
"evermore","long story short",12,"Pushed from the precipice"
"evermore","long story short",13,"Clung to the nearest lips"
"evermore","long story short",14,"Long story short, it was the wrong guy"
"evermore","long story short",15,"Now I'm all about you"
"evermore","long story short",16,"I'm all about you, ah"
"evermore","long story short",17,"Yeah, yeah"
"evermore","long story short",18,"I'm all about you, ah"
"evermore","long story short",19,"Yeah, yeah"
"evermore","long story short",20,"Actually"
"evermore","long story short",21,"I always felt I must look better in the rear view"
"evermore","long story short",22,"Missing me"
"evermore","long story short",23,"At the golden gates they once held the keys to"
"evermore","long story short",24,"When I dropped my sword"
"evermore","long story short",25,"I threw it in the bushes and knocked on your door"
"evermore","long story short",26,"And we live in peace"
"evermore","long story short",27,"But if someone comes at us, this time, I'm ready"
"evermore","long story short",28,"'Cause I fell from the pedestal"
"evermore","long story short",29,"Right down the rabbit hole"
"evermore","long story short",30,"Long story short, it was a bad time"
"evermore","long story short",31,"Pushed from the precipice"
"evermore","long story short",32,"Clung to the nearest lips"
"evermore","long story short",33,"Long story short, it was the wrong guy"
"evermore","long story short",34,"Now I'm all about you"
"evermore","long story short",35,"I'm all about you, ah"
"evermore","long story short",36,"Yeah, yeah"
"evermore","long story short",37,"I'm all about you"
"evermore","long story short",38,"No more keepin' score"
"evermore","long story short",39,"Now I just keep you warm (Keep you warm)"
"evermore","long story short",40,"No more tug of war"
"evermore","long story short",41,"Now I just know there's more (Know there's more)"
"evermore","long story short",42,"No more keepin' score"
"evermore","long story short",43,"Now I just keep you warm (Keep you warm)"
"evermore","long story short",44,"And my waves meet your shore"
"evermore","long story short",45,"Ever and evermore"
"evermore","long story short",46,"Past me"
"evermore","long story short",47,"I wanna tell you not to get lost in these petty things"
"evermore","long story short",48,"Your nemeses"
"evermore","long story short",49,"Will defeat themselves before you get the chance to swing"
"evermore","long story short",50,"And he's passing by"
"evermore","long story short",51,"Rare as the glimmer of a comet in the sky"
"evermore","long story short",52,"And he feels like home"
"evermore","long story short",53,"If the shoe fits, walk in it everywhere you go"
"evermore","long story short",54,"And I fell from the pedestal"
"evermore","long story short",55,"Right down the rabbit hole"
"evermore","long story short",56,"Long story short, it was a bad time"
"evermore","long story short",57,"Pushed from the precipice"
"evermore","long story short",58,"Climbed right back up the cliff"
"evermore","long story short",59,"Long story short, I survived"
"evermore","long story short",60,"Now I'm all about you"
"evermore","long story short",61,"(And now) I'm all about you, ah"
"evermore","long story short",62,"(And now) I'm all about you"
"evermore","long story short",63,"(And now) I'm all about you, ah"
"evermore","long story short",64,"Yeah, yeah"
"evermore","long story short",65,"I'm all about you"
"evermore","long story short",66,"(And now) Yeah, yeah"
"evermore","long story short",67,"I'm all about you"
"evermore","long story short",68,"Long story short, it was a bad time"
"evermore","long story short",69,"Long story short, I survived"
"evermore","marjorie",1,"Never be so kind"
"evermore","marjorie",2,"You forget to be clever"
"evermore","marjorie",3,"Never be so clever"
"evermore","marjorie",4,"You forget to be kind"
"evermore","marjorie",5,"And if I didn't know better"
"evermore","marjorie",6,"I'd think you were talking to me now"
"evermore","marjorie",7,"If I didn't know better"
"evermore","marjorie",8,"I'd think you were still around"
"evermore","marjorie",9,"What died didn't stay dead"
"evermore","marjorie",10,"What died didn't stay dead"
"evermore","marjorie",11,"You're alive, you're alive in my head"
"evermore","marjorie",12,"What died didn't stay dead"
"evermore","marjorie",13,"What died didn't stay dead"
"evermore","marjorie",14,"You're alive, so alive"
"evermore","marjorie",15,"Never be so polite"
"evermore","marjorie",16,"You forget your power"
"evermore","marjorie",17,"Never wield such power"
"evermore","marjorie",18,"You forget to be polite"
"evermore","marjorie",19,"And if I didn't know better"
"evermore","marjorie",20,"I'd think you were listening to me now"
"evermore","marjorie",21,"If I didn't know better"
"evermore","marjorie",22,"I'd think you were still around"
"evermore","marjorie",23,"What died didn't stay dead"
"evermore","marjorie",24,"What died didn't stay dead"
"evermore","marjorie",25,"You're alive, you're alive in my head"
"evermore","marjorie",26,"What died didn't stay dead"
"evermore","marjorie",27,"What died didn't stay dead"
"evermore","marjorie",28,"You're alive, so alive"
"evermore","marjorie",29,"The autumn chill that wakes me up"
"evermore","marjorie",30,"You loved the amber skies so much"
"evermore","marjorie",31,"Long limbs and frozen swims"
"evermore","marjorie",32,"You'd always go past where our feet could touch"
"evermore","marjorie",33,"And I complained the whole way there"
"evermore","marjorie",34,"The car ride back and up the stairs"
"evermore","marjorie",35,"I should've asked you questions"
"evermore","marjorie",36,"I should've asked you how to be"
"evermore","marjorie",37,"Asked you to write it down for me"
"evermore","marjorie",38,"Should've kept every grocery store receipt"
"evermore","marjorie",39,"'Cause every scrap of you would be taken from me"
